,number_project,average_montly_hours,time_spend_company,left,salary,high,low,medium
12562,2,160,3,1,low,0,1,0
12563,7,291,4,1,low,0,1,0
12564,2,157,3,1,low,0,1,0
12565,3,294,4,1,low,0,1,0
12566,7,310,4,1,low,0,1,0
12567,6,282,4,1,medium,0,0,1
12568,2,134,3,1,medium,0,0,1
12569,4,214,4,1,medium,0,0,1
12570,2,137,3,1,medium,0,0,1
12571,4,252,5,1,medium,0,0,1
12572,5,243,6,1,medium,0,0,1
12573,2,148,3,1,medium,0,0,1
12574,2,151,3,1,medium,0,0,1
12575,2,129,3,1,medium,0,0,1
12576,2,198,2,1,medium,0,0,1
12577,4,275,6,1,medium,0,0,1
12578,5,243,5,1,medium,0,0,1
12579,2,159,3,1,high,1,0,0
12580,2,145,3,1,low,0,1,0
12581,5,242,5,1,medium,0,0,1
12582,5,242,5,1,medium,0,0,1
12583,2,145,3,1,medium,0,0,1
12584,2,154,3,1,medium,0,0,1
12585,2,139,3,1,low,0,1,0
12586,2,152,3,1,low,0,1,0
12587,2,211,3,1,low,0,1,0
12588,5,258,5,1,low,0,1,0
12589,2,155,3,1,low,0,1,0
12590,2,148,3,1,low,0,1,0
12591,2,255,3,1,low,0,1,0
12592,6,264,4,1,low,0,1,0
12593,2,132,3,1,low,0,1,0
12594,6,255,4,1,low,0,1,0
12595,5,263,4,1,low,0,1,0
12596,5,222,5,1,low,0,1,0
12597,6,263,4,1,low,0,1,0
12598,2,157,3,1,low,0,1,0
12599,7,307,4,1,low,0,1,0
12600,5,259,6,1,low,0,1,0
12601,5,222,6,1,low,0,1,0
12602,7,250,4,1,low,0,1,0
12603,5,245,5,1,low,0,1,0
12604,6,292,4,1,low,0,1,0
12605,5,252,5,1,low,0,1,0
12606,2,161,3,1,medium,0,0,1
12607,5,250,4,1,medium,0,0,1
12608,2,134,3,1,medium,0,0,1
12609,7,279,4,1,medium,0,0,1
12610,7,256,4,1,medium,0,0,1
12611,2,127,3,1,medium,0,0,1
12612,2,138,3,1,medium,0,0,1
12613,5,243,5,1,medium,0,0,1
12614,7,296,4,1,medium,0,0,1
12615,7,267,4,1,medium,0,0,1
12616,2,144,3,1,medium,0,0,1
12617,4,251,5,1,medium,0,0,1
12618,2,148,3,1,high,1,0,0
12619,2,141,3,1,low,0,1,0
12620,3,268,2,1,medium,0,0,1
12621,6,247,4,1,medium,0,0,1
12622,2,247,4,1,medium,0,0,1
12623,2,146,3,1,medium,0,0,1
12624,2,140,3,1,low,0,1,0
12625,5,263,6,1,low,0,1,0
12626,2,145,3,1,low,0,1,0
12627,2,156,3,1,low,0,1,0
12628,5,244,6,1,low,0,1,0
12629,2,144,3,1,low,0,1,0
12630,7,286,4,1,low,0,1,0
12631,4,141,2,1,low,0,1,0
12632,6,260,5,1,low,0,1,0
12633,2,154,3,1,low,0,1,0
12634,5,225,5,1,low,0,1,0
12635,2,127,3,1,low,0,1,0
12636,2,140,3,1,low,0,1,0
12637,2,147,3,1,low,0,1,0
12638,4,227,5,1,low,0,1,0
12639,2,153,3,1,low,0,1,0
12640,2,128,3,1,low,0,1,0
12641,4,228,5,1,low,0,1,0
12642,5,235,5,1,low,0,1,0
12643,2,148,3,1,low,0,1,0
12644,4,238,3,1,low,0,1,0
12645,2,141,3,1,medium,0,0,1
12646,5,249,4,1,medium,0,0,1
12647,2,151,3,1,medium,0,0,1
12648,2,129,3,1,medium,0,0,1
12649,2,156,3,1,medium,0,0,1
12650,2,134,3,1,medium,0,0,1
12651,6,269,4,1,medium,0,0,1
12652,6,290,4,1,medium,0,0,1
12653,2,132,3,1,medium,0,0,1
12654,7,308,4,1,medium,0,0,1
12655,4,232,5,1,medium,0,0,1
12656,5,235,5,1,medium,0,0,1
12657,2,130,3,1,high,1,0,0
12658,2,146,3,1,low,0,1,0
12659,5,221,6,1,medium,0,0,1
12660,2,130,3,1,medium,0,0,1
12661,2,136,3,1,medium,0,0,1
12662,5,274,6,1,medium,0,0,1
12663,6,256,5,1,low,0,1,0
12664,5,276,4,1,low,0,1,0
12665,5,267,5,1,low,0,1,0
12666,6,213,3,1,low,0,1,0
12667,4,274,6,1,low,0,1,0
12668,6,258,4,1,low,0,1,0
12669,3,153,5,1,low,0,1,0
12670,6,245,4,1,low,0,1,0
12671,6,264,4,1,low,0,1,0
12672,2,154,3,1,low,0,1,0
12673,2,149,3,1,low,0,1,0
12674,2,157,3,1,low,0,1,0
12675,2,127,3,1,low,0,1,0
12676,6,270,4,1,low,0,1,0
12677,5,236,6,1,low,0,1,0
12678,2,158,3,1,low,0,1,0
12679,5,229,5,1,low,0,1,0
12680,6,269,4,1,low,0,1,0
12681,2,128,3,1,low,0,1,0
12682,7,278,4,1,low,0,1,0
12683,3,158,5,1,low,0,1,0
12684,3,202,3,1,medium,0,0,1
12685,4,240,5,1,medium,0,0,1
12686,7,255,4,1,medium,0,0,1
12687,7,254,4,1,medium,0,0,1
12688,6,257,4,1,medium,0,0,1
12689,4,228,5,1,medium,0,0,1
12690,2,145,3,1,medium,0,0,1
12691,3,218,4,1,medium,0,0,1
12692,5,268,5,1,medium,0,0,1
12693,6,278,4,1,medium,0,0,1
12694,3,249,5,1,medium,0,0,1
12695,3,236,4,1,medium,0,0,1
12696,7,291,4,1,high,1,0,0
12697,6,306,4,1,low,0,1,0
12698,2,135,3,1,medium,0,0,1
12699,2,156,3,1,medium,0,0,1
12700,2,143,3,1,medium,0,0,1
12701,4,243,5,1,medium,0,0,1
12702,2,147,3,1,low,0,1,0
12703,2,159,3,1,low,0,1,0
12704,5,216,3,1,low,0,1,0
12705,2,152,3,1,low,0,1,0
12706,4,226,5,1,low,0,1,0
12707,5,271,5,1,low,0,1,0
12708,6,255,4,1,low,0,1,0
12709,2,140,3,1,low,0,1,0
12710,6,252,2,1,low,0,1,0
12711,2,159,3,1,low,0,1,0
12712,5,270,5,1,low,0,1,0
12713,5,232,5,1,low,0,1,0
12714,2,144,3,1,low,0,1,0
12715,2,127,3,1,low,0,1,0
12716,2,131,3,1,low,0,1,0
12717,6,243,4,1,low,0,1,0
12718,5,244,6,1,low,0,1,0
12719,5,260,5,1,low,0,1,0
12720,2,139,3,1,low,0,1,0
12721,4,184,3,1,low,0,1,0
12722,2,130,3,1,low,0,1,0
12723,2,135,3,1,medium,0,0,1
12724,2,146,3,1,medium,0,0,1
12725,2,149,3,1,medium,0,0,1
12726,2,153,3,1,medium,0,0,1
12727,2,160,3,1,medium,0,0,1
12728,2,160,3,1,medium,0,0,1
12729,6,282,4,1,medium,0,0,1
12730,2,128,3,1,medium,0,0,1
12731,4,232,5,1,medium,0,0,1
12732,3,226,2,1,medium,0,0,1
12733,2,129,3,1,medium,0,0,1
12734,7,255,4,1,medium,0,0,1
12735,5,258,5,1,high,1,0,0
12736,4,229,5,1,low,0,1,0
12737,2,143,3,1,medium,0,0,1
12738,6,257,4,1,medium,0,0,1
12739,7,275,4,1,medium,0,0,1
12740,7,291,4,1,medium,0,0,1
12741,5,153,4,1,low,0,1,0
12742,2,154,3,1,low,0,1,0
12743,6,301,4,1,low,0,1,0
12744,2,134,3,1,low,0,1,0
12745,6,245,4,1,low,0,1,0
12746,2,132,3,1,low,0,1,0
12747,2,130,3,1,low,0,1,0
12748,2,127,3,1,low,0,1,0
12749,4,246,6,1,low,0,1,0
12750,2,145,3,1,low,0,1,0
12751,2,138,3,1,low,0,1,0
12752,2,129,3,1,low,0,1,0
12753,2,150,3,1,low,0,1,0
12754,5,253,5,1,low,0,1,0
12755,2,160,3,1,low,0,1,0
12756,5,235,5,1,low,0,1,0
12757,2,151,3,1,low,0,1,0
12758,2,127,3,1,low,0,1,0
12759,2,151,3,1,low,0,1,0
12760,7,290,4,1,low,0,1,0
12761,6,249,4,1,low,0,1,0
12762,2,131,3,1,medium,0,0,1
12763,2,159,3,1,medium,0,0,1
12764,4,223,5,1,medium,0,0,1
12765,3,214,2,1,medium,0,0,1
12766,5,227,5,1,medium,0,0,1
12767,2,127,3,1,medium,0,0,1
12768,6,293,5,1,medium,0,0,1
12769,2,141,3,1,medium,0,0,1
12770,6,300,4,1,medium,0,0,1
12771,6,309,4,1,medium,0,0,1
12772,4,149,3,1,medium,0,0,1
12773,2,159,3,1,medium,0,0,1
12774,2,152,3,1,high,1,0,0
12775,2,158,3,1,low,0,1,0
12776,6,254,5,1,medium,0,0,1
12777,6,294,4,1,medium,0,0,1
12778,7,269,4,1,medium,0,0,1
12779,7,247,4,1,medium,0,0,1
12780,3,271,4,1,low,0,1,0
12781,4,232,5,1,low,0,1,0
12782,4,245,5,1,low,0,1,0
12783,3,225,3,0,low,0,1,0
12784,6,236,4,0,low,0,1,0
12785,3,268,3,0,low,0,1,0
12786,2,230,3,0,low,0,1,0
12787,4,162,2,0,low,0,1,0
12788,4,197,2,0,low,0,1,0
12789,3,247,3,0,low,0,1,0
12790,4,234,3,0,low,0,1,0
12791,4,276,4,0,low,0,1,0
12792,5,217,2,0,medium,0,0,1
12793,4,156,2,0,medium,0,0,1
12794,3,189,2,0,medium,0,0,1
12795,2,238,4,0,medium,0,0,1
12796,3,201,6,0,medium,0,0,1
12797,4,263,3,0,medium,0,0,1
12798,3,146,3,0,medium,0,0,1
12799,4,213,3,0,medium,0,0,1
12800,3,159,2,0,medium,0,0,1
12801,3,236,3,0,medium,0,0,1
12802,5,257,4,0,medium,0,0,1
12803,4,168,4,0,medium,0,0,1
12804,4,151,3,0,high,1,0,0
12805,4,139,3,0,low,0,1,0
12806,5,196,3,0,medium,0,0,1
12807,4,237,5,0,medium,0,0,1
12808,2,236,3,0,medium,0,0,1
12809,4,265,3,0,medium,0,0,1
12810,4,207,3,0,low,0,1,0
12811,4,219,3,0,low,0,1,0
12812,3,208,2,0,low,0,1,0
12813,3,240,3,0,low,0,1,0
12814,3,135,3,0,low,0,1,0
12815,3,236,3,0,low,0,1,0
12816,3,140,3,0,low,0,1,0
12817,3,162,2,0,low,0,1,0
12818,3,117,3,0,medium,0,0,1
12819,4,225,3,0,medium,0,0,1
12820,3,211,3,0,medium,0,0,1
12821,4,173,5,0,medium,0,0,1
12822,4,170,3,0,medium,0,0,1
12823,3,242,3,0,medium,0,0,1
12824,4,175,3,0,medium,0,0,1
12825,3,195,2,0,medium,0,0,1
12826,4,184,2,0,medium,0,0,1
12827,3,170,3,0,medium,0,0,1
12828,4,185,3,0,medium,0,0,1
12829,4,259,2,0,medium,0,0,1
12830,4,102,3,0,medium,0,0,1
12831,5,156,4,0,medium,0,0,1
12832,3,191,4,0,medium,0,0,1
12833,3,239,2,0,medium,0,0,1
12834,4,235,4,0,medium,0,0,1
12835,2,130,4,0,medium,0,0,1
12836,2,166,3,0,medium,0,0,1
12837,5,206,5,0,medium,0,0,1
12838,3,191,2,0,medium,0,0,1
12839,3,214,3,0,medium,0,0,1
12840,3,196,3,0,medium,0,0,1
12841,4,151,4,0,medium,0,0,1
12842,5,165,2,0,medium,0,0,1
12843,3,177,2,0,high,1,0,0
12844,6,241,6,0,high,1,0,0
12845,4,230,3,0,high,1,0,0
12846,4,270,2,0,high,1,0,0
12847,3,234,4,0,high,1,0,0
12848,3,257,2,0,high,1,0,0
12849,5,264,3,0,high,1,0,0
12850,4,133,4,0,high,1,0,0
12851,4,155,4,0,high,1,0,0
12852,3,202,2,0,high,1,0,0
12853,3,136,2,0,high,1,0,0
12854,3,269,3,0,high,1,0,0
12855,6,169,4,0,low,0,1,0
12856,5,192,3,0,low,0,1,0
12857,4,241,3,0,low,0,1,0
12858,4,165,3,0,low,0,1,0
12859,3,183,2,0,low,0,1,0
12860,4,163,3,0,low,0,1,0
12861,3,162,3,0,low,0,1,0
12862,5,219,4,0,low,0,1,0
12863,4,278,6,0,low,0,1,0
12864,2,273,4,0,low,0,1,0
12865,4,272,2,0,low,0,1,0
12866,5,168,2,0,low,0,1,0
12867,4,221,3,0,low,0,1,0
12868,4,213,3,0,low,0,1,0
12869,4,275,3,0,low,0,1,0
12870,5,177,4,0,medium,0,0,1
12871,4,249,2,0,medium,0,0,1
12872,5,246,3,0,medium,0,0,1
12873,4,223,3,0,medium,0,0,1
12874,4,244,2,0,medium,0,0,1
12875,3,169,2,0,medium,0,0,1
12876,5,140,3,0,medium,0,0,1
12877,5,253,2,0,medium,0,0,1
12878,3,194,2,0,medium,0,0,1
12879,4,173,3,0,medium,0,0,1
12880,4,172,3,0,medium,0,0,1
12881,3,167,3,0,medium,0,0,1
12882,2,153,3,0,high,1,0,0
12883,4,243,3,0,high,1,0,0
12884,6,163,4,0,high,1,0,0
12885,3,221,3,0,high,1,0,0
12886,3,191,3,0,high,1,0,0
12887,4,272,3,0,high,1,0,0
12888,2,118,2,0,high,1,0,0
12889,5,173,4,0,high,1,0,0
12890,4,200,3,0,low,0,1,0
12891,5,132,3,0,low,0,1,0
12892,4,180,2,0,low,0,1,0
12893,4,145,5,0,low,0,1,0
12894,4,139,2,0,low,0,1,0
12895,5,230,6,0,low,0,1,0
12896,4,247,4,0,low,0,1,0
12897,4,140,2,0,low,0,1,0
12898,4,266,3,0,medium,0,0,1
12899,4,261,3,0,medium,0,0,1
12900,4,275,3,0,medium,0,0,1
12901,5,254,2,0,medium,0,0,1
12902,5,231,2,0,medium,0,0,1
12903,3,138,3,0,medium,0,0,1
12904,4,163,3,0,medium,0,0,1
12905,5,262,3,0,medium,0,0,1
12906,4,201,3,0,medium,0,0,1
12907,3,229,3,0,medium,0,0,1
12908,4,228,2,0,medium,0,0,1
12909,5,228,3,0,medium,0,0,1
12910,3,273,3,0,medium,0,0,1
12911,4,171,2,0,medium,0,0,1
12912,3,148,5,0,medium,0,0,1
12913,5,211,3,0,medium,0,0,1
12914,2,211,3,0,medium,0,0,1
12915,3,175,3,0,medium,0,0,1
12916,4,245,4,0,medium,0,0,1
12917,3,273,2,0,medium,0,0,1
12918,3,225,4,0,medium,0,0,1
12919,5,152,3,0,medium,0,0,1
12920,5,194,3,0,medium,0,0,1
12921,4,185,3,0,high,1,0,0
12922,3,193,2,0,low,0,1,0
12923,3,166,2,0,medium,0,0,1
12924,5,223,3,0,medium,0,0,1
12925,5,281,4,0,medium,0,0,1
12926,3,241,3,0,medium,0,0,1
12927,3,165,2,0,medium,0,0,1
12928,4,143,2,0,medium,0,0,1
12929,5,137,3,0,medium,0,0,1
12930,4,185,3,0,medium,0,0,1
12931,3,271,3,0,medium,0,0,1
12932,4,207,2,0,medium,0,0,1
12933,4,184,3,0,low,0,1,0
12934,4,253,2,0,low,0,1,0
12935,3,152,6,0,low,0,1,0
12936,3,225,2,0,low,0,1,0
12937,5,189,5,0,low,0,1,0
12938,3,153,2,0,low,0,1,0
12939,4,245,3,0,low,0,1,0
12940,5,233,3,0,high,1,0,0
12941,4,210,3,0,low,0,1,0
12942,4,176,4,0,high,1,0,0
12943,5,191,3,0,high,1,0,0
12944,3,224,3,0,low,0,1,0
12945,3,185,3,0,low,0,1,0
12946,3,245,4,0,high,1,0,0
12947,3,173,2,0,low,0,1,0
12948,4,231,3,0,medium,0,0,1
12949,3,270,3,0,high,1,0,0
12950,5,196,3,0,medium,0,0,1
12951,3,238,2,0,medium,0,0,1
12952,4,261,2,0,medium,0,0,1
12953,3,201,2,0,medium,0,0,1
12954,3,252,3,0,high,1,0,0
12955,3,191,5,0,medium,0,0,1
12956,3,199,3,0,medium,0,0,1
12957,5,234,2,0,medium,0,0,1
12958,4,192,4,0,high,1,0,0
12959,6,237,5,0,medium,0,0,1
12960,3,207,3,0,high,1,0,0
12961,2,145,2,0,low,0,1,0
12962,6,155,5,0,medium,0,0,1
12963,5,145,2,0,medium,0,0,1
12964,6,247,6,0,medium,0,0,1
12965,4,182,3,0,medium,0,0,1
12966,4,183,4,0,low,0,1,0
12967,2,146,3,0,low,0,1,0
12968,3,241,3,0,low,0,1,0
12969,5,261,3,0,low,0,1,0
12970,4,140,3,0,low,0,1,0
12971,3,257,3,0,low,0,1,0
12972,3,186,2,0,low,0,1,0
12973,3,159,3,0,low,0,1,0
12974,3,164,4,0,low,0,1,0
12975,4,217,6,0,low,0,1,0
12976,4,137,4,0,high,1,0,0
12977,4,164,2,0,low,0,1,0
12978,5,249,3,0,low,0,1,0
12979,3,264,2,0,low,0,1,0
12980,4,208,2,0,low,0,1,0
12981,3,175,3,0,high,1,0,0
12982,4,209,2,0,low,0,1,0
12983,4,268,4,0,low,0,1,0
12984,3,264,3,0,low,0,1,0
12985,4,234,2,0,high,1,0,0
12986,5,199,4,0,low,0,1,0
12987,4,205,2,0,medium,0,0,1
12988,5,140,4,0,high,1,0,0
12989,3,257,3,0,medium,0,0,1
12990,4,227,2,0,high,1,0,0
12991,4,189,3,0,medium,0,0,1
12992,5,241,2,0,medium,0,0,1
12993,5,199,4,0,medium,0,0,1
12994,4,206,3,0,medium,0,0,1
12995,5,268,3,0,medium,0,0,1
12996,3,221,3,0,medium,0,0,1
12997,4,262,2,0,medium,0,0,1
12998,5,253,6,0,medium,0,0,1
12999,5,241,3,0,high,1,0,0
13000,4,252,4,0,low,0,1,0
13001,2,171,3,0,medium,0,0,1
13002,4,194,3,0,medium,0,0,1
13003,3,104,2,0,medium,0,0,1
13004,4,176,3,0,medium,0,0,1
13005,4,192,3,0,medium,0,0,1
13006,3,154,2,0,medium,0,0,1
13007,4,186,4,0,medium,0,0,1
13008,3,200,4,0,medium,0,0,1
13009,4,132,4,0,medium,0,0,1
13010,5,236,3,0,high,1,0,0
13011,3,211,4,0,low,0,1,0
13012,4,273,2,0,low,0,1,0
13013,4,223,4,0,low,0,1,0
13014,3,204,2,0,high,1,0,0
13015,3,196,3,0,low,0,1,0
13016,2,219,2,0,low,0,1,0
13017,4,261,3,0,low,0,1,0
13018,3,254,2,0,high,1,0,0
13019,4,185,2,0,low,0,1,0
13020,6,98,3,0,low,0,1,0
13021,3,260,4,0,low,0,1,0
13022,5,137,2,0,low,0,1,0
13023,4,159,3,0,low,0,1,0
13024,5,265,4,0,low,0,1,0
13025,4,177,4,0,low,0,1,0
13026,4,247,2,0,medium,0,0,1
13027,3,161,3,0,medium,0,0,1
13028,2,103,3,0,medium,0,0,1
13029,4,151,3,0,medium,0,0,1
13030,3,193,3,0,medium,0,0,1
13031,3,194,3,0,medium,0,0,1
13032,5,208,3,0,medium,0,0,1
13033,4,229,3,0,medium,0,0,1
13034,3,166,2,0,medium,0,0,1
13035,3,141,3,0,medium,0,0,1
13036,3,249,2,0,medium,0,0,1
13037,4,264,3,0,medium,0,0,1
13038,3,252,2,0,high,1,0,0
13039,2,134,3,0,low,0,1,0
13040,3,274,2,0,medium,0,0,1
13041,5,200,4,0,medium,0,0,1
13042,2,154,3,0,medium,0,0,1
13043,3,111,4,0,medium,0,0,1
13044,3,247,3,0,low,0,1,0
13045,3,169,3,0,low,0,1,0
13046,3,250,3,0,low,0,1,0
13047,3,178,3,0,low,0,1,0
13048,4,251,3,0,low,0,1,0
13049,5,272,2,0,low,0,1,0
13050,2,229,4,0,low,0,1,0
13051,3,180,3,0,low,0,1,0
13052,3,271,2,0,low,0,1,0
13053,5,226,3,0,low,0,1,0
13054,4,150,2,0,low,0,1,0
13055,4,260,3,0,low,0,1,0
13056,4,161,3,0,low,0,1,0
13057,3,136,3,0,low,0,1,0
13058,2,238,2,0,low,0,1,0
13059,4,98,4,0,low,0,1,0
13060,5,156,4,0,low,0,1,0
13061,4,248,2,0,low,0,1,0
13062,3,170,2,0,low,0,1,0
13063,3,245,3,0,low,0,1,0
13064,4,203,5,0,low,0,1,0
13065,3,182,3,0,medium,0,0,1
13066,3,175,3,0,medium,0,0,1
13067,4,145,5,0,medium,0,0,1
13068,4,220,3,0,medium,0,0,1
13069,4,259,2,0,medium,0,0,1
13070,3,228,2,0,medium,0,0,1
13071,3,189,3,0,medium,0,0,1
13072,6,257,3,0,medium,0,0,1
13073,3,180,6,0,medium,0,0,1
13074,4,180,3,0,medium,0,0,1
13075,5,215,2,0,medium,0,0,1
13076,3,132,2,0,medium,0,0,1
13077,5,213,2,0,high,1,0,0
13078,4,173,3,0,low,0,1,0
13079,3,186,2,0,medium,0,0,1
13080,4,157,2,0,medium,0,0,1
13081,4,175,4,0,medium,0,0,1
13082,3,135,3,0,medium,0,0,1
13083,4,256,5,0,low,0,1,0
13084,4,268,3,0,low,0,1,0
13085,5,159,3,0,low,0,1,0
13086,3,191,4,0,low,0,1,0
13087,3,275,2,0,low,0,1,0
13088,5,217,2,0,low,0,1,0
13089,6,201,4,0,low,0,1,0
13090,4,205,3,0,low,0,1,0
13091,3,240,2,0,low,0,1,0
13092,5,137,3,0,low,0,1,0
13093,4,241,2,0,low,0,1,0
13094,5,198,4,0,low,0,1,0
13095,5,254,2,0,low,0,1,0
13096,4,262,3,0,low,0,1,0
13097,4,244,2,0,low,0,1,0
13098,4,266,3,0,low,0,1,0
13099,6,191,5,0,low,0,1,0
13100,3,148,3,0,low,0,1,0
13101,3,233,2,0,low,0,1,0
13102,4,178,2,0,low,0,1,0
13103,3,165,3,0,low,0,1,0
13104,5,179,6,0,medium,0,0,1
13105,3,149,3,0,medium,0,0,1
13106,3,269,2,0,medium,0,0,1
13107,5,227,2,0,medium,0,0,1
13108,3,247,3,0,medium,0,0,1
13109,3,220,3,0,medium,0,0,1
13110,3,233,2,0,medium,0,0,1
13111,5,171,5,0,medium,0,0,1
13112,4,234,2,0,medium,0,0,1
13113,3,176,2,0,medium,0,0,1
13114,5,190,4,0,medium,0,0,1
13115,4,168,2,0,medium,0,0,1
13116,3,205,3,0,high,1,0,0
13117,5,189,3,0,low,0,1,0
13118,4,282,4,0,medium,0,0,1
13119,2,152,2,0,medium,0,0,1
13120,4,217,4,0,medium,0,0,1
13121,4,130,3,0,medium,0,0,1
13122,4,153,4,0,low,0,1,0
13123,3,270,3,0,low,0,1,0
13124,3,220,3,0,low,0,1,0
13125,4,253,3,0,low,0,1,0
13126,4,209,6,0,low,0,1,0
13127,4,231,2,0,low,0,1,0
13128,4,240,4,0,low,0,1,0
13129,5,266,3,0,low,0,1,0
13130,3,153,2,0,low,0,1,0
13131,4,187,2,0,low,0,1,0
13132,4,185,2,0,low,0,1,0
13133,4,147,4,0,low,0,1,0
13134,4,188,3,0,low,0,1,0
13135,2,252,2,0,low,0,1,0
13136,4,163,2,0,low,0,1,0
13137,4,189,2,0,low,0,1,0
13138,3,156,2,0,low,0,1,0
13139,3,183,3,0,low,0,1,0
13140,6,209,5,0,low,0,1,0
13141,4,271,4,0,low,0,1,0
13142,5,251,2,0,low,0,1,0
13143,5,198,5,0,medium,0,0,1
13144,3,274,4,0,medium,0,0,1
13145,4,209,3,0,medium,0,0,1
13146,4,271,4,0,medium,0,0,1
13147,4,143,2,0,medium,0,0,1
13148,5,236,3,0,medium,0,0,1
13149,5,222,3,0,medium,0,0,1
13150,3,233,3,0,medium,0,0,1
13151,3,270,3,0,medium,0,0,1
13152,5,258,3,0,medium,0,0,1
13153,6,202,4,0,medium,0,0,1
13154,3,150,2,0,medium,0,0,1
13155,4,193,3,0,high,1,0,0
13156,5,210,5,0,low,0,1,0
13157,3,208,3,0,medium,0,0,1
13158,3,196,3,0,medium,0,0,1
13159,5,187,4,0,medium,0,0,1
13160,3,140,2,0,medium,0,0,1
13161,4,256,4,0,low,0,1,0
13162,4,113,3,0,low,0,1,0
13163,4,196,5,0,low,0,1,0
13164,3,170,3,0,low,0,1,0
13165,4,261,6,0,low,0,1,0
13166,5,132,3,0,low,0,1,0
13167,3,153,3,0,low,0,1,0
13168,3,147,3,0,low,0,1,0
13169,5,244,2,0,low,0,1,0
13170,4,108,4,0,low,0,1,0
13171,4,218,2,0,low,0,1,0
13172,5,133,3,0,low,0,1,0
13173,5,233,3,0,low,0,1,0
13174,4,147,3,0,low,0,1,0
13175,3,176,3,0,low,0,1,0
13176,4,169,4,0,low,0,1,0
13177,4,144,3,0,low,0,1,0
13178,5,151,3,0,low,0,1,0
13179,4,252,3,0,medium,0,0,1
13180,4,180,3,0,medium,0,0,1
13181,3,251,3,0,medium,0,0,1
13182,4,263,4,0,medium,0,0,1
13183,5,260,6,0,medium,0,0,1
13184,3,227,3,0,medium,0,0,1
13185,6,260,3,0,medium,0,0,1
13186,5,158,3,0,medium,0,0,1
13187,3,186,3,0,medium,0,0,1
13188,4,171,6,0,medium,0,0,1
13189,3,199,2,0,medium,0,0,1
13190,5,258,2,0,medium,0,0,1
13191,4,273,2,0,high,1,0,0
13192,2,259,3,0,low,0,1,0
13193,3,265,3,0,medium,0,0,1
13194,5,168,4,0,medium,0,0,1
13195,4,163,4,0,medium,0,0,1
13196,5,265,3,0,medium,0,0,1
13197,4,190,3,0,low,0,1,0
13198,3,157,3,0,low,0,1,0
13199,4,266,4,0,low,0,1,0
13200,6,240,6,0,low,0,1,0
13201,3,143,3,0,low,0,1,0
13202,3,121,5,0,low,0,1,0
13203,2,170,5,0,low,0,1,0
13204,4,161,4,0,low,0,1,0
13205,3,239,3,0,low,0,1,0
13206,3,224,3,0,low,0,1,0
13207,3,242,3,0,low,0,1,0
13208,4,140,2,0,low,0,1,0
13209,5,170,3,0,low,0,1,0
13210,5,156,2,0,low,0,1,0
13211,2,113,5,0,low,0,1,0
13212,3,138,3,0,low,0,1,0
13213,3,137,5,0,low,0,1,0
13214,5,217,3,0,low,0,1,0
13215,3,155,3,0,low,0,1,0
13216,5,280,4,0,low,0,1,0
13217,5,248,2,0,low,0,1,0
13218,2,190,8,0,medium,0,0,1
13219,3,176,8,0,medium,0,0,1
13220,4,217,8,0,medium,0,0,1
13221,3,269,8,0,medium,0,0,1
13222,3,238,8,0,medium,0,0,1
13223,5,243,6,0,medium,0,0,1
13224,4,198,6,0,medium,0,0,1
13225,3,188,6,0,medium,0,0,1
13226,3,257,6,0,medium,0,0,1
13227,4,268,6,0,medium,0,0,1
13228,5,233,4,0,medium,0,0,1
13229,4,214,5,0,medium,0,0,1
13230,2,285,3,0,high,1,0,0
13231,4,224,2,0,low,0,1,0
13232,4,224,3,0,medium,0,0,1
13233,3,142,4,0,medium,0,0,1
13234,4,220,3,0,medium,0,0,1
13235,4,244,3,0,medium,0,0,1
13236,4,171,3,0,low,0,1,0
13237,4,274,2,0,low,0,1,0
13238,4,214,2,0,low,0,1,0
13239,5,171,2,0,low,0,1,0
13240,5,150,2,0,low,0,1,0
13241,4,260,2,0,low,0,1,0
13242,5,259,3,0,low,0,1,0
13243,3,153,2,0,low,0,1,0
13244,3,263,3,0,low,0,1,0
13245,2,149,2,0,low,0,1,0
13246,4,261,3,0,low,0,1,0
13247,2,189,4,0,low,0,1,0
13248,5,237,4,0,low,0,1,0
13249,3,224,3,0,low,0,1,0
13250,6,240,3,0,low,0,1,0
13251,3,245,2,0,low,0,1,0
13252,3,268,3,0,low,0,1,0
13253,4,208,2,0,low,0,1,0
13254,4,153,2,0,low,0,1,0
13255,3,169,3,0,low,0,1,0
13256,5,218,2,0,low,0,1,0
13257,3,155,3,0,medium,0,0,1
13258,5,155,3,0,medium,0,0,1
13259,6,105,6,0,medium,0,0,1
13260,4,251,2,0,medium,0,0,1
13261,4,219,2,0,medium,0,0,1
13262,4,198,2,0,medium,0,0,1
13263,4,158,2,0,medium,0,0,1
13264,3,157,2,0,medium,0,0,1
13265,4,178,2,0,medium,0,0,1
13266,3,145,2,0,medium,0,0,1
13267,5,230,3,0,medium,0,0,1
13268,3,174,3,0,medium,0,0,1
13269,5,140,3,0,high,1,0,0
13270,3,174,2,0,low,0,1,0
13271,4,173,2,0,medium,0,0,1
13272,2,203,4,0,medium,0,0,1
13273,5,170,3,0,medium,0,0,1
13274,3,203,3,0,medium,0,0,1
13275,5,169,3,0,low,0,1,0
13276,3,109,6,0,low,0,1,0
13277,5,263,3,0,low,0,1,0
13278,4,185,3,0,low,0,1,0
13279,4,191,5,0,low,0,1,0
